Parcel_ID,GPIN,Property Street,House Number,Block Number,Full Road Name,Road Name,Property City,Property State,Property Zip,Zip Code Short,Neighborhood,Property Use,Parcel Square Footage,Finished Living Space,2016 Land,2016 Building,2015 Land,2015 Building,2012 Land,2012 Building,Most Recent Sale Date, Sale Price 
14029000                  ,1428608289,615 Stockley Gdns,615 ,600,Stockley Gdns,Stockley Gdns,Norfolk                         ,VA  ,23507-2016,23507,150300,Duplex,6250,3288,215500,332500,215500,332500,215500,332500,Jan 13 2009,369600
14042400                  ,1428713029,607 Westover Av,607 ,600,Westover Av,Westover Av,Norfolk                         ,VA  ,23507-1718,23507,150300,Single Family - Detached,4030,3586,147100,320300,147100,320300,147100,320300,Apr 25 2002,349500
14077903                  ,1427784603,425 Warren Cres,425 ,400,Warren Cres,Warren Cres,Norfolk                         ,VA  ,23507-2252,23507,150600,Single Family - Detached,0,2946,98000,320400,98000,263200,98000,263200,May 11 2015,420000
14107100                  ,1428637562,833 Brandon Av,833 ,800,Brandon Av,Brandon Av,Norfolk                         ,VA  ,23517-1605,23517,150300,Single Family - Detached,3200,1615,105800,116400,105800,116400,105800,116400,Jul  6 2016,339900
14125800                  ,1428706224,717 Colonial Av,717 ,700,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-1807,23507,150300,Single Family - Detached,5100,5310,195400,349300,195400,349300,195400,349300,Mar  8 2011,514000
14126200                  ,1428706248,721 Colonial Av,721 ,700,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-1807,23507,150300,Single Family - Detached,2700,3956,103300,451100,103300,451100,103300,451100,Nov 17 1998,315000
14126300                  ,1428709781,914 Colonial Av,914 ,900,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-1705,23507,150400,Single Family - Detached,0,4575,118400,480600,118400,480600,118400,480600,Aug 12 2009,415000
14157700                  ,1428726802,714 Shirley Av,714 ,700,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23517-2006,23517,150300,Duplex,5750,3986,127000,256500,127000,256500,127000,256500,Dec 30 2013,448500
14238000                  ,1427883047,717 Yarmouth St,717 ,700,Yarmouth St,Yarmouth St,Norfolk                         ,VA  ,23510-1512,23510,150600,Single Family - Attached,0,2097,90500,217300,90500,206800,90500,206800,Jul  5 2006,431500
14238250                  ,1427883039,719 Yarmouth St,719 ,700,Yarmouth St,Yarmouth St,Norfolk                         ,VA  ,23510-1512,23510,150600,Single Family - Attached,0,2032,83000,209800,83000,199400,83000,199400,Apr 20 2011,280000
14238400                  ,1427883122,721 Yarmouth St,721 ,700,Yarmouth St,Yarmouth St,Norfolk                         ,VA  ,23510-1512,23510,150600,Single Family - Attached,0,2221,94500,213800,94500,203400,94500,203400,Nov 30 2010,299000
14262600                  ,1428712125,615 Westover Av,615 ,600,Westover Av,Westover Av,Norfolk                         ,VA  ,23507-1718,23507,150300,Single Family - Detached,4318,3883,157900,305600,157900,305600,157900,305600,Mar 28 2012,479900
14285800                  ,1428719163,1017 Colonial Av 4,1017 ,1000,Colonial Av 4,Colonial Av ,Norfolk                         ,VA  ,23507-1728,23507,150380,Condominium,0,1072,27900,167900,27900,156700,27900,156700,May 31 2007,203000
14286400                  ,1428719100,1015 Colonial Av 5,1015 ,1000,Colonial Av 5,Colonial Av ,Norfolk                         ,VA  ,23507-1706,23507,150380,Condominium,0,1158,30100,183200,30100,170900,30100,170900,Jun 30 2008,245000
14287700                  ,1428719100,1015 Colonial Av 1,1015 ,1000,Colonial Av 1,Colonial Av ,Norfolk                         ,VA  ,23507-1727,23507,150380,Condominium,0,1153,30000,182600,30000,170400,30000,170400,Jul 21 2016,223000
14320500                  ,1428629195,730 W Princess Anne Rd,730 ,700,W Princess Anne Rd,W Princess ,Norfolk                         ,VA  ,23517-1808,23517,150300,Single Family - Detached,3675,3364,142400,222400,142400,222400,142400,222400,Jun 13 2001,155000
14320800                  ,1428644236,934 Harrington Av,934 ,900,Harrington Av,Harrington Av,Norfolk                         ,VA  ,23517-1512,23517,150300,Single Family - Detached,3750,1456,128000,108600,128000,108600,128000,108600,Jul 11 2012,0
14346100                  ,1428626765,815 Baldwin Av,815 ,800,Baldwin Av,Baldwin Av,Norfolk                         ,VA  ,23517-1701,23517,150300,Non-Taxable,0,NULL,234000,2145300,234000,2145300,234000,2145300,Nov  2 1965,0
14355400                  ,1428720630,745 Baldwin Av,745 ,700,Baldwin Av,Baldwin Av,Norfolk                         ,VA  ,23517-1813,23517,150390,Commercial,6268,NULL,72200,9600,72200,9600,72200,9600,Oct 16 2003,507600
14355405                  ,1428629692,749 Baldwin Av,749 ,700,Baldwin Av,Baldwin Av,Norfolk                         ,VA  ,23517,23517,150390,Vacant Land,3440,NULL,46400,0,46400,0,46400,0,Oct 16 2003,507600
14355550                  ,1428629585,1310 Colley Av,1310 ,1300,Colley Av,Colley Av,Norfolk                         ,VA  ,23517-1704,23517,150390,Commercial,3333,NULL,68800,284300,68800,284300,68800,284300,Oct 16 2003,507600
14403075                  ,1428801885,434 Westover Av,434 ,400,Westover Av,Westover Av,Norfolk                         ,VA  ,23507-1828,23507,150400,Single Family - Attached,0,2564,93000,301400,93000,301400,93000,301400,Nov 16 2012,0
14403200                  ,1428801909,1012 Colonial Av,1012 ,1000,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-1707,23507,150400,Single Family - Attached,0,2367,92600,272100,92600,272100,92600,272100,Jun 25 1996,167500
14449200                  ,1428645011,928 Gates Av,928 ,900,Gates Av,Gates Av,Norfolk                         ,VA  ,23517-1621,23517,150300,Single Family - Detached,4750,2006,167000,189600,167000,189600,167000,189600,May 20 2002,205000
14457600                  ,1428717473,524 Graydon Av 1,524 ,500,Graydon Av 1,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,1239,29700,193300,29700,193300,29700,193300,Dec 21 2012,0
14457605                  ,1428717473,524 Graydon Av 2,524 ,500,Graydon Av 2,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,1218,29200,190700,29200,190700,29200,190700,May 24 1999,95900
14457610                  ,1428717473,524 Graydon Av 3,524 ,500,Graydon Av 3,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,1255,30100,176200,30100,176200,30100,176200,Aug 23 2006,0
14457615                  ,1428717473,524 Graydon Av 4,524 ,500,Graydon Av 4,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,1252,30000,175900,30000,175900,30000,175900,Jul 20 2011,167500
14457620                  ,1428717473,524 Graydon Av 5,524 ,500,Graydon Av 5,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,1306,31300,182000,31300,182000,31300,182000,Feb 28 1996,81000
14457625                  ,1428717473,524 Graydon Av 6,524 ,500,Graydon Av 6,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,1304,31300,181800,31300,181800,31300,181800,Jun 27 2014,209900
14457630                  ,1428717473,524 Graydon Av 7,524 ,500,Graydon Av 7,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,700,16800,32900,16800,38700,16800,38700,Nov 21 2014,53000
14457635                  ,1428717473,524 Graydon Av 8,524 ,500,Graydon Av 8,Graydon Av ,Norfolk                         ,VA  ,23507-1733,23507,150380,Condominium,0,664,15900,31600,15900,37200,15900,37200,Jun 26 2015,47600
14525100                  ,1428901138,308 Westover Av,308 ,300,Westover Av,Westover Av,Norfolk                         ,VA  ,23507-1826,23507,150400,Single Family - Attached,1620,2016,59800,248300,59800,248300,59800,248300,Feb 18 1994,149000
14697000                  ,1428722710,738 Baldwin Av,738 ,700,Baldwin Av,Baldwin Av,Norfolk                         ,VA  ,23517-1814,23517,150300,Duplex,5764,2799,222700,167500,222700,164000,222700,164000,Jan 20 1993,0
14852550                  ,1428705904,536 Redgate Av,536 ,500,Redgate Av,Redgate Av,Norfolk                         ,VA  ,23507-1715,23507,150300,Single Family - Detached,11500,5557,346900,817000,346900,817000,346900,817000,Jun 28 2013,1000000
14854800                  ,1428803773,903 Botetourt Gdns,903 ,900,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1816,23507,150400,Single Family - Attached,0,2163,58100,300600,58100,300600,58100,300600,Oct 10 2008,460000
14887305                  ,1428825801,1615 Colonial Av,1615 ,1600,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23517-2019,23517,150300,Single Family - Detached,7500,3830,272900,308500,272900,308500,272900,308500,Apr 15 2016,0
15043910                  ,1428609426,608 Boissevain Av,608 ,600,Boissevain Av,Boissevain Av,Norfolk                         ,VA  ,23507-2003,23507,150300,Single Family - Attached,2310,1657,91700,162300,91700,162300,91700,162300,Jul  9 2012,263000
15043920                  ,1428721836,751 Shirley Av,751 ,700,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23517-2005,23517,150300,Duplex,4725,3606,190700,250100,190700,250100,190700,250100,Mar 19 2004,0
15047200                  ,1428607557,624 Boissevain Av,624 ,600,Boissevain Av,Boissevain Av,Norfolk                         ,VA  ,23507-2003,23507,150300,Duplex,3125,2460,108400,90000,108400,200500,108400,200500,Jun  3 2016,210000
15064802                  ,1428735534,742 Washington Park A1,742 ,700,Washington Park A1,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,944,23600,154100,23600,136200,23600,136200,Jun 12 2007,215000
15064804                  ,1428735534,742 Washington Park A2,742 ,700,Washington Park A2,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Jun 23 2006,0
15064806                  ,1428735534,742 Washington Park A3,742 ,700,Washington Park A3,Washington Park ,Norfolk                         ,VA  ,23517-1931,23517,150380,Condominium,0,944,23600,154100,23600,136200,23600,136200,Nov  1 2006,0
15064808                  ,1428735534,742 Washington Park A4,742 ,700,Washington Park A4,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Apr 29 2010,205000
15064810                  ,1428735534,742 Washington Park A5,742 ,700,Washington Park A5,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,944,23600,173100,23600,153000,23600,153000,Jun  4 2003,110000
15064812                  ,1428735534,742 Washington Park A6,742 ,700,Washington Park A6,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,155000,23200,137000,23200,137000,Jul 10 2013,159000
15064814                  ,1428735534,742 Washington Park B1,742 ,700,Washington Park B1,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Jan 17 2006,0
15064816                  ,1428735534,742 Washington Park B2,742 ,700,Washington Park B2,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Mar 19 2008,211000
15064818                  ,1428735534,742 Washington Park B3,742 ,700,Washington Park B3,Washington Park ,Norfolk                         ,VA  ,23517-1932,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,May 24 2004,160000
15064820                  ,1428735534,742 Washington Park B4,742 ,700,Washington Park B4,Washington Park ,Norfolk                         ,VA  ,23517-1932,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Jun 15 2011,80000
15064822                  ,1428735534,742 Washington Park B5,742 ,700,Washington Park B5,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,155000,23200,137000,23200,137000,Jan 19 1999,51000
15064824                  ,1428735534,742 Washington Park B6,742 ,700,Washington Park B6,Washington Park ,Norfolk                         ,VA  ,23517-1932,23517,150380,Condominium,0,926,23200,155000,23200,137000,23200,137000,Jul  7 2009,199900
15064826                  ,1428735534,742 Washington Park C1,742 ,700,Washington Park C1,Washington Park ,Norfolk                         ,VA  ,23517-1933,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Jan 18 2005,167000
15064828                  ,1428735534,742 Washington Park C2,742 ,700,Washington Park C2,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,944,23600,154100,23600,136200,23600,136200,Mar  4 2015,202000
15064830                  ,1428735534,742 Washington Park C3,742 ,700,Washington Park C3,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,151800,23200,134200,23200,134200,Nov 29 2010,120400
15064832                  ,1428735534,742 Washington Park C4,742 ,700,Washington Park C4,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,944,23600,154100,23600,136200,23600,136200,Jan 24 2008,0
15064834                  ,1428735534,742 Washington Park C5,742 ,700,Washington Park C5,Washington Park ,Norfolk                         ,VA  ,23517-1938,23517,150380,Condominium,0,926,23200,155000,23200,137000,23200,137000,Mar 30 2007,219000
15064836                  ,1428735534,742 Washington Park C6,742 ,700,Washington Park C6,Washington Park ,Norfolk                         ,VA  ,23517-1933,23517,150380,Condominium,0,944,23600,157400,23600,139100,23600,139100,Oct  4 2011,165000
15098401                  ,1427783954,318 Colonial Av,318 ,300,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-1111,23507,150600,Single Family - Detached,0,3564,154500,248400,154500,235600,154500,235600,Mar  3 2006,0
15099300                  ,1427782894,308 Colonial Av,308 ,300,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-2208,23507,150600,Single Family - Detached,0,3844,200500,353000,200500,335400,200500,335400,Mar  3 2006,0
15131500                  ,1428810596,1207 Colonial Av,1207 ,1200,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23517-2011,23517,150300,Single Family - Detached,8100,5650,232200,246000,232200,246000,232200,246000,Dec 26 2000,245000
15197500                  ,1428722803,743 Shirley Av,743 ,700,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23517-2005,23517,150300,Single Family - Detached,4914,2266,190700,206600,190700,178600,190700,178600,Jul 15 2015,429900
15253925                  ,1428618392,705 Westover Av,705 ,700,Westover Av,Westover Av,Norfolk                         ,VA  ,23507-1622,23507,150300,Single Family - Detached,2879,3961,105400,336200,105400,336200,105400,336200,Apr 20 2016,545000
15261800                  ,1428712467,633 Graydon Av,633 ,600,Graydon Av,Graydon Av,Norfolk                         ,VA  ,23507-1712,23507,150300,Single Family - Detached,2668,2775,111600,323000,111600,323000,111600,323000,Nov 26 1997,199000
15272900                  ,1428630087,931 Shirley Av,931 ,900,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23507-1230,23507,150300,Single Family - Detached,5000,2056,217100,156900,217100,156900,217100,156900,Aug  3 2006,0
15286200                  ,1428830042,547 Washington Park,547 ,500,Washington Park,Washington Park,Norfolk                         ,VA  ,23517-1913,23517,150300,Duplex,6676,3008,239000,169000,239000,169000,239000,169000,Dec  3 1990,124600
15286208                  ,1428830090,541 Washington Park,541 ,500,Washington Park,Washington Park,Norfolk                         ,VA  ,23517-1913,23517,150380,Condominium,0,1500,103500,144200,103500,144200,103500,144200,Sep 15 2010,0
15286210                  ,1428830090,543 Washington Park,543 ,500,Washington Park,Washington Park,Norfolk                         ,VA  ,23517-1913,23517,150380,Condominium,0,1474,101700,143300,101700,143300,101700,143300,Feb 26 2001,115000
15311100                  ,1427795415,504 Colonial Av,504 ,500,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23507-2212,23507,150600,Single Family - Detached,2500,2504,98000,301500,98000,286500,98000,286500,May 12 1986,0
15367650                  ,1427897126,610 Mowbray Arch,610 ,600,Mowbray Arch,Mowbray Arch,Norfolk                         ,VA  ,23507-1851,23507,150490,Commercial,34074,NULL,556900,751700,556900,751700,556900,751700,Aug 15 2008,0
15465000                  ,1428720190,724 W Princess Anne Rd,724 ,700,W Princess Anne Rd,W Princess ,Norfolk                         ,VA  ,23517-1808,23517,150300,Single Family - Detached,3255,2028,125600,197600,125600,197600,125600,197600,Aug  4 2015,322000
15478000                  ,1428820586,606 Shirley Av,606 ,600,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23517-2026,23517,150300,Single Family - Detached,5750,2527,210100,188700,210100,188700,210100,188700,May  4 2004,0
15513800                  ,1428635884,917 Gates Av,917 ,900,Gates Av,Gates Av,Norfolk                         ,VA  ,23517-1620,23517,150300,Single Family - Detached,3562,1084,116900,132000,116900,132000,116900,132000,Oct  2 2002,0
15541400                  ,1428712486,631 Graydon Av,631 ,600,Graydon Av,Graydon Av,Norfolk                         ,VA  ,23507-1712,23507,150300,Single Family - Detached,3220,2884,134500,284700,134500,284700,134500,284700,Sep 29 2000,239000
15666150                  ,1428623472,826 W Princess Anne Rd,826 ,800,W Princess Anne Rd,W Princess ,Norfolk                         ,VA  ,23517-1849,23517,150190,Apartment,27693,NULL,664600,961500,664600,948700,664600,948700,Nov 15 1994,0
15711600                  ,1428646235,922 Harrington Av,922 ,900,Harrington Av,Harrington Av,Norfolk                         ,VA  ,23517-1512,23517,150300,Single Family - Detached,3750,1440,128000,177100,128000,177100,128000,177100,Dec 15 2004,0
15719500                  ,1428710990,715 W Princess Anne Rd,715 ,700,W Princess Anne Rd,W Princess ,Norfolk                         ,VA  ,23517-1807,23517,150300,Single Family - Detached,4785,1936,180200,104200,180200,104200,180200,104200,Apr  1 2016,329000
15746000                  ,1427797390,406 Fairfax Av,406 ,400,Fairfax Av,Fairfax Av,Norfolk                         ,VA  ,23507-2218,23507,150600,Single Family - Detached,0,2564,90500,268500,90500,255100,90500,255100,Apr 17 1968,5000
15761500                  ,1427799904,400 Boissevain Av,400 ,400,Boissevain Av,Boissevain Av,Norfolk                         ,VA  ,23507-1802,23507,150300,Single Family - Attached,3000,2495,121700,262400,121700,262400,121700,262400,Jul  6 2004,383000
15766400                  ,1428610646,828 Redgate Av,828 ,800,Redgate Av,Redgate Av,Norfolk                         ,VA  ,23507-1516,23507,150190,Vacant Land,8901,NULL,106300,0,106300,0,106300,0,Feb  6 2006,0
15766900                  ,1428519750,840 Redgate Av,840 ,800,Redgate Av,Redgate Av,Norfolk                         ,VA  ,23507-1516,23507,150190,Vacant Land,8767,NULL,106300,0,106300,0,106300,0,Feb  6 2006,0
15864300                  ,1428822913,533 Washington Park,533 ,500,Washington Park,Washington Park,Norfolk                         ,VA  ,23517-1913,23517,150300,Duplex,3666,3534,116600,186600,116600,186600,116600,186600,Jul 19 2004,0
15868400                  ,1428626962,824 Baldwin Av,824 ,800,Baldwin Av,Baldwin Av,Norfolk                         ,VA  ,23517-1702,23517,150300,Single Family - Detached,5200,2038,165800,118800,165800,118800,165800,118800,Apr  1 1970,14000
15915720                  ,1428718016,512 Westover Av,512 ,500,Westover Av,Westover Av,Norfolk                         ,VA  ,23507-1717,23507,150300,Single Family - Detached,7812,3514,271000,305500,271000,282100,271000,282100,Jul  5 2006,0
15915799                  ,1428713684,628 Graydon Av,628 ,600,Graydon Av,Graydon Av,Norfolk                         ,VA  ,23507-1713,23507,150300,Single Family - Detached,3000,2106,115100,272900,115100,272900,115100,272900,Sep 15 1988,128000
15944200                  ,1428818242,1221 Botetourt Gdns,1221 ,1200,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23517-2201,23517,150400,Single Family - Attached,0,2166,86200,285200,86200,285200,86200,285200,Nov 30 2015,0
15975200                  ,1428731912,825 Harrington Av,825 ,800,Harrington Av,Harrington Av,Norfolk                         ,VA  ,23517-1509,23517,150300,Non-Taxable,0,NULL,155900,301000,155900,301000,155900,301000,Oct 30 1992,155000
16128000                  ,1428803430,825 Botetourt Gdns,825 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2166,96000,287500,96000,287500,96000,287500,Oct 13 2005,545000
16128002                  ,1428803411,827 Botetourt Gdns,827 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2166,76800,282700,76800,282700,76800,282700,Dec  1 1998,204000
16128004                  ,1428802483,829 Botetourt Gdns,829 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2252,78200,299100,78200,299100,78200,299100,Apr  5 2014,375000
16128006                  ,1428802464,831 Botetourt Gdns,831 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2156,60300,312400,60300,312400,60300,312400,May 19 2014,400000
16128008                  ,1428802445,833 Botetourt Gdns,833 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,2300,2396,60300,328000,60300,328000,60300,328000,Apr  3 2013,445000
16128010                  ,1428802416,835 Botetourt Gdns,835 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2156,67000,281500,67000,281500,67000,281500,Apr  3 1997,182000
16128012                  ,1428802511,837 Botetourt Gdns,837 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2546,65100,321700,65100,321700,65100,321700,Dec  2 2003,408000
16128014                  ,1428802543,839 Botetourt Gdns,839 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2156,58100,273000,58100,273000,58100,273000,Jul 14 2004,370000
16128016                  ,1428802555,841 Botetourt Gdns,841 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2240,72000,282000,72000,282000,72000,282000,Sep 25 2002,279900
16128018                  ,1428802567,843 Botetourt Gdns,843 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,1574,2156,70600,276500,70600,276500,70600,276500,Jun 28 1994,168500
16128020                  ,1428802579,845 Botetourt Gdns,845 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2166,70900,274200,70900,274200,70900,274200,Dec  2 1987,172000
16128022                  ,1428802692,847 Botetourt Gdns,847 ,800,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1814,23507,150400,Single Family - Attached,0,2256,89300,321700,89300,321700,89300,321700,Jan 15 2015,454000
16128500                  ,1428637117,824 Shirley Av,824 ,800,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23517-1718,23517,150300,Fourplex,5900,3442,182200,257900,182200,257900,182200,257900,May 15 1989,165000
16139800                  ,1428616079,713 Redgate Av,713 ,700,Redgate Av,Redgate Av,Norfolk                         ,VA  ,23507-1609,23507,150300,Single Family - Detached,3125,2222,108400,226800,108400,226800,108400,226800,Jun 27 2003,265000
16140800                  ,1428816933,1320 Colonial Av,1320 ,1300,Colonial Av,Colonial Av,Norfolk                         ,VA  ,23517-2126,23517,150490,Commercial,58221,NULL,1018900,5151100,1018900,5193800,1018900,5193800,Mar 10 2011,0
16194200                  ,1428611650,818 Redgate Av,818 ,800,Redgate Av,Redgate Av,Norfolk                         ,VA  ,23507-1516,23507,150100,Single Family - Detached,2935,2623,60200,185100,60200,185100,60200,185100,Sep 24 2014,260000
16211002                  ,1427784562,416 Mowbray Arch,416 ,400,Mowbray Arch,Mowbray Arch,Norfolk                         ,VA  ,23507-2220,23507,150650,Single Family - Attached,2600,3118,146600,311300,146600,347100,146600,347100,Aug 21 2014,0
16241000                  ,1427799991,709 Botetourt Gdns,709 ,700,Botetourt Gdns,Botetourt Gdns,Norfolk                         ,VA  ,23507-1812,23507,150300,Single Family - Attached,2000,2547,97400,265600,97400,265600,97400,265600,Jun 14 2002,269000
16270500                  ,1428820610,614 Shirley Av,614 ,600,Shirley Av,Shirley Av,Norfolk                         ,VA  ,23517-2026,23517,150300,Single Family - Detached,4312,2571,157900,259700,157900,259700,157900,259700,Feb 25 2016,365000
16346320                  ,1428619857,724 Graydon Av,724 ,700,Graydon Av,Graydon Av,Norfolk                         ,VA  ,23507-1621,23507,150300,Single Family - Detached,2400,2697,100400,323800,100400,323800,100400,323800,Aug 13 2014,430000
16487505                  ,1427897580,696 Mowbray Arch 100,696 ,600,Mowbray Arch 100,Mowbray Arch ,Norfolk                         ,VA  ,23507-1837,23507,150480,Condominium,0,1215,49800,117300,49800,119400,49800,119400,Feb 18 2014,159000
16487510                  ,1427897580,696 Mowbray Arch 210,696 ,600,Mowbray Arch 210,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,960,39400,119700,39400,119700,39400,119700,Mar 29 2016,146000
16487515                  ,1427897580,696 Mowbray Arch 220,696 ,600,Mowbray Arch 220,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,960,39400,119700,39400,119700,39400,119700,May 17 2011,0
16487520                  ,1427897580,696 Mowbray Arch 260,696 ,600,Mowbray Arch 260,Mowbray Arch ,Norfolk                         ,VA  ,23507-1878,23507,150480,Condominium,0,960,39400,119700,39400,119700,39400,119700,Sep 23 2005,225000
16487525                  ,1427897580,696 Mowbray Arch 410,696 ,600,Mowbray Arch 410,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Jul 29 2009,50000
16487530                  ,1427897580,696 Mowbray Arch 420,696 ,600,Mowbray Arch 420,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Dec 29 2011,175000
16487535                  ,1427897580,696 Mowbray Arch 430,696 ,600,Mowbray Arch 430,Mowbray Arch ,Norfolk                         ,VA  ,23507-1841,23507,150480,Condominium,0,1200,49200,140400,49200,149700,49200,149700,Oct  8 2008,245000
16487540                  ,1427897580,696 Mowbray Arch 440,696 ,600,Mowbray Arch 440,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Mar  3 2016,165000
16487545                  ,1427897580,696 Mowbray Arch 450,696 ,600,Mowbray Arch 450,Mowbray Arch ,Norfolk                         ,VA  ,23507-1841,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Sep 30 2006,265000
16487550                  ,1427897580,696 Mowbray Arch 460,696 ,600,Mowbray Arch 460,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Oct 30 2009,203000
16487555                  ,1427897580,696 Mowbray Arch 510,696 ,600,Mowbray Arch 510,Mowbray Arch ,Norfolk                         ,VA  ,23507-1841,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Sep 18 2015,180000
16487560                  ,1427897580,696 Mowbray Arch 520,696 ,600,Mowbray Arch 520,Mowbray Arch ,Norfolk                         ,VA  ,23507-1841,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Feb  7 2013,187500
16487565                  ,1427897580,696 Mowbray Arch 530,696 ,600,Mowbray Arch 530,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,1200,49200,140400,49200,149700,49200,149700,Dec 14 1998,95000
16487570                  ,1427897580,696 Mowbray Arch 540,696 ,600,Mowbray Arch 540,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Jul 14 2015,197000
16487575                  ,1427897580,696 Mowbray Arch 550,696 ,600,Mowbray Arch 550,Mowbray Arch ,Norfolk                         ,VA  ,23507-1836,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Nov 20 2009,213800
